id,S,V,O,sentence
391,senior American intelligence officials,have said that opposed,the United States,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam ."
244,Afghanistan,joined ranks with,Ansar al-Islam,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam ."
1485,some Iraqi fighters,have drifted joined,ranks,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam ."
1549,some Iraqi fighters,have drifted to,Iraq,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam ."
739,some Iraqi fighters,opposed,the United States,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam ."
9,Afghanistan,have now drifted back to,Iraq,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam ."
1823,senior American intelligence officials,joined,ranks,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam ."
26,senior American intelligence officials,have said have drifted to,Iraq,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam ."
2136,senior American intelligence officials,have said that iraqi fighters who opposed,the United States,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam ."
2319,Hilton 's shares,rose,33 3 /,Hilton 's shares rose 1 1/16 to 33 3/16 .
2368,Hilton 's shares,rose 16 to,33 3 /,Hilton 's shares rose 1 1/16 to 33 3/16 .
1479,Hilton 's shares,rose,1 1 /,Hilton 's shares rose 1 1/16 to 33 3/16 .
2157,Hilton 's shares,rose,1 1/16,Hilton 's shares rose 1 1/16 to 33 3/16 .
146,Mar ' ie,said,the government,Mar 'ie said the government will also `` encourage '' the merger of insolvent banks with solvent ones .
1566,Mar,said,the government,Mar 'ie said the government will also `` encourage '' the merger of insolvent banks with solvent ones .
1285,the government,will encourage,the merger of insolvent banks,Mar 'ie said the government will also `` encourage '' the merger of insolvent banks with solvent ones .
817,Mar ` ie,said will encourage,the merger of insolvent banks,Mar 'ie said the government will also `` encourage '' the merger of insolvent banks with solvent ones .
1752,The end-of-the-month deadlines,are a result of,the landmark Immigration Reform Act,By GREG LUCAS The end-of-the-month deadlines are a result of the landmark Immigration Reform Act passed by Congress last year to turn back the tide of illegal immigrants .
227,last year,to turn back,the tide of illegal immigrants,By GREG LUCAS The end-of-the-month deadlines are a result of the landmark Immigration Reform Act passed by Congress last year to turn back the tide of illegal immigrants .
2151,a result of the landmark Immigration Reform Act,passed by,last year,By GREG LUCAS The end-of-the-month deadlines are a result of the landmark Immigration Reform Act passed by Congress last year to turn back the tide of illegal immigrants .
2453,a,save opportunity in,nine games,"He has n't had a save opportunity in nine games , matching a season high ."
1433,He,has n't had,a save opportunity,"He has n't had a save opportunity in nine games , matching a season high ."
2176,a save opportunity,matching,a season high,"He has n't had a save opportunity in nine games , matching a season high ."
2348,He,has had,a save opportunity,"He has n't had a save opportunity in nine games , matching a season high ."
1112,a save opportunity,in games matching,a season high,"He has n't had a save opportunity in nine games , matching a season high ."
1316,nine games,matching,a season,"He has n't had a save opportunity in nine games , matching a season high ."
380,She,has done with,depth and confidence,She has done so with depth and confidence .
533,She,has done so with,depth and confidence,She has done so with depth and confidence .
1381,they,could n't even provide lift for,a 165-pound bodysurfer,"Also , on a recent afternoon , the waves were so small and punchless that they could n't even provide sufficient lift for a 165-pound bodysurfer ."
2174,they,could n't provide,sufficient lift,"Also , on a recent afternoon , the waves were so small and punchless that they could n't even provide sufficient lift for a 165-pound bodysurfer ."
394,the waves,were small could n't provide,sufficient lift,"Also , on a recent afternoon , the waves were so small and punchless that they could n't even provide sufficient lift for a 165-pound bodysurfer ."
1516,they,could n't even provide,sufficient lift,"Also , on a recent afternoon , the waves were so small and punchless that they could n't even provide sufficient lift for a 165-pound bodysurfer ."
1464,people,talk about,virtue,She knew too well that the world is filled with people who talk about virtue but has a much shorter supply of those who act on it .
2331,She,knew is filled with,people,She knew too well that the world is filled with people who talk about virtue but has a much shorter supply of those who act on it .
1726,people,has,a much shorter supply of those,She knew too well that the world is filled with people who talk about virtue but has a much shorter supply of those who act on it .
754,virtue,has a much shorter supply of,those,She knew too well that the world is filled with people who talk about virtue but has a much shorter supply of those who act on it .
280,She,knew too well that,the world,She knew too well that the world is filled with people who talk about virtue but has a much shorter supply of those who act on it .
2211,a much shorter supply of those,act on,it,She knew too well that the world is filled with people who talk about virtue but has a much shorter supply of those who act on it .
1344,virtue,has,a much shorter supply of those,She knew too well that the world is filled with people who talk about virtue but has a much shorter supply of those who act on it .
1598,Clark,appears to have,a reserved seat,"In fact , Clark appears to have a reserved seat ."
1013,C$ 0.25,to in rose,3 /,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
2407,C$ 0.25,rose,3 /,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
1904,Seagram shares,rose,C$ 0.25,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
1668,Seagram shares,rose to in,midmorning Toronto trading,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
846,Seagram shares,rose 0.25 to,C$ 50.30,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
2079,Seagram shares,rose to rose 16 to,36 3 /,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
462,Seagram shares,rose to,C$ 50.30,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
1423,Seagram shares,rose to rose,3 /,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
273,Seagram shares,rose,Toronto trading,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
1595,C$ 0.25,in rose to,36 3 /,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
541,C$ 50.30,rose,3/16,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
1276,C$ 0.25,to in rose 16 to,36 3 /,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
1025,Seagram shares,to in,midmorning Toronto trading,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
233,Seagram shares,rose to in rose to,36 3 /,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
1783,C$ 50.30,rose 3/16 to,36 3/16,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3/16 to 36 3/16 in New York .
985,the Mediterranean,(R-nsubj),the focus of their studies,"Helou joins a number of top writers like Claudia Roden , Paula Wolfert and Nancy Harmon Jenkins , in making the Mediterranean the focus of their studies ."
439,Nancy Harmon Jenkins,in making,the Mediterranean,"Helou joins a number of top writers like Claudia Roden , Paula Wolfert and Nancy Harmon Jenkins , in making the Mediterranean the focus of their studies ."
800,Helou,joins a number of,top writers,"Helou joins a number of top writers like Claudia Roden , Paula Wolfert and Nancy Harmon Jenkins , in making the Mediterranean the focus of their studies ."
2192,Helou,joins,a number of top writers,"Helou joins a number of top writers like Claudia Roden , Paula Wolfert and Nancy Harmon Jenkins , in making the Mediterranean the focus of their studies ."
474,Nancy Harmon Jenkins,in making Mediterranean,the focus of their studies,"Helou joins a number of top writers like Claudia Roden , Paula Wolfert and Nancy Harmon Jenkins , in making the Mediterranean the focus of their studies ."
2126,he,gives blow-by-blow accounts of,encounters Oppenheimer,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
2132,differences Oppenheimer,had with,his colleagues,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
2473,him,removed from,power,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
1383,he,gives,blow-by-blow accounts of encounters Oppenheimer,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
2309,him,had with,his colleagues,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
2371,his homes and offices,to have,him,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
1997,blow-by-blow accounts of encounters Oppenheimer,had in,the 1930s,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
777,he,gives homes of,the machinations of Lewis Strauss,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
1802,he,gives,his homes and offices,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
2202,blow-by-blow accounts of encounters Oppenheimer,had in 1930s with,Communist sympathizers,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues ."
205,Dr. Norman J. Silver,was winding down,his orthopedic surgery practice,"As Dr. Norman J. Silver was winding down his orthopedic surgery practice in New Rochelle , N.Y. , he wanted to make sure there were opportunities for continuing education in the place where he would ultimately retire ."
2408,They,defeated,the defending champion Philadelphia Eagles,They defeated the defending champion Philadelphia Eagles handily in their first NFL game and went on to win the league championship with a dramatic 30-28 victory over the Los Angeles Rams .
769,They,defeated,the defending champion,They defeated the defending champion Philadelphia Eagles handily in their first NFL game and went on to win the league championship with a dramatic 30-28 victory over the Los Angeles Rams .
1398,the defending champion Philadelphia Eagles,handily in first NFL game and went on to win,the league championship,They defeated the defending champion Philadelphia Eagles handily in their first NFL game and went on to win the league championship with a dramatic 30-28 victory over the Los Angeles Rams .
1303,They,defeated,their first NFL game,They defeated the defending champion Philadelphia Eagles handily in their first NFL game and went on to win the league championship with a dramatic 30-28 victory over the Los Angeles Rams .
250,the defending champion Philadelphia Eagles,handily in,the league championship,They defeated the defending champion Philadelphia Eagles handily in their first NFL game and went on to win the league championship with a dramatic 30-28 victory over the Los Angeles Rams .
110,They,defeated in,their first NFL game,They defeated the defending champion Philadelphia Eagles handily in their first NFL game and went on to win the league championship with a dramatic 30-28 victory over the Los Angeles Rams .
1247,They,defeated the defending champion Philadelphia Eagles handily in,their first NFL game,They defeated the defending champion Philadelphia Eagles handily in their first NFL game and went on to win the league championship with a dramatic 30-28 victory over the Los Angeles Rams .
1445,the defending champion Philadelphia Eagles,went on to win the league championship with,a dramatic 30-28 victory,They defeated the defending champion Philadelphia Eagles handily in their first NFL game and went on to win the league championship with a dramatic 30-28 victory over the Los Angeles Rams .
1280,"Ronald Eugene Timms , late 20s",were arrested,Wednesday afternoon,"Two other suspects , Brian Jay Robbins , 28 , and Ronald Eugene Timms , late 20s , were arrested Wednesday afternoon ."
43,28,were arrested,Wednesday afternoon,"Two other suspects , Brian Jay Robbins , 28 , and Ronald Eugene Timms , late 20s , were arrested Wednesday afternoon ."
1737,an excuse,Are to haul out,the stars,Are the awards just an excuse to haul the stars out in finery given to them by designers ?
1214,finery,given by,designers,Are the awards just an excuse to haul the stars out in finery given to them by designers ?
2253,the Turkish government,have disputed,the numbers of Armenians,Some historians and the Turkish government have disputed claims of an organized genocide and the numbers of Armenians killed .
1068,the Turkish government,have disputed claims of,an organized genocide,Some historians and the Turkish government have disputed claims of an organized genocide and the numbers of Armenians killed .
858,Some historians,have disputed,the numbers of Armenians,Some historians and the Turkish government have disputed claims of an organized genocide and the numbers of Armenians killed .
545,Some historians,have disputed,claims of an organized genocide,Some historians and the Turkish government have disputed claims of an organized genocide and the numbers of Armenians killed .
1135,the Turkish government,have disputed,claims of an organized genocide,Some historians and the Turkish government have disputed claims of an organized genocide and the numbers of Armenians killed .
1034,Those very same men,are seen regaling,us,Those very same men who dismissed her as `` barmy '' are now seen in TV studios up and down the land regaling us with tales of her specialness .
2438,Those very same men,are seen in,TV studios,Those very same men who dismissed her as `` barmy '' are now seen in TV studios up and down the land regaling us with tales of her specialness .
1159,barmy,are now seen in,TV studios,Those very same men who dismissed her as `` barmy '' are now seen in TV studios up and down the land regaling us with tales of her specialness .
489,Those very same men,who dismissed,barmy,Those very same men who dismissed her as `` barmy '' are now seen in TV studios up and down the land regaling us with tales of her specialness .
486,most,will offshore Tuesday will reach,the immediate coast,"Strong wind gusts and most of the heavy rain will remain offshore Tuesday , although a few squalls will reach the immediate coast from South Carolina to northern Florida ."
685,offshore Tuesday,will reach,the immediate coast,"Strong wind gusts and most of the heavy rain will remain offshore Tuesday , although a few squalls will reach the immediate coast from South Carolina to northern Florida ."
616,a few squalls,will reach,the immediate coast,"Strong wind gusts and most of the heavy rain will remain offshore Tuesday , although a few squalls will reach the immediate coast from South Carolina to northern Florida ."
1807,Strong wind gusts,will,offshore Tuesday,"Strong wind gusts and most of the heavy rain will remain offshore Tuesday , although a few squalls will reach the immediate coast from South Carolina to northern Florida ."
245,Strong wind gusts,will offshore Tuesday will reach,the immediate coast,"Strong wind gusts and most of the heavy rain will remain offshore Tuesday , although a few squalls will reach the immediate coast from South Carolina to northern Florida ."
888,most,will,offshore Tuesday,"Strong wind gusts and most of the heavy rain will remain offshore Tuesday , although a few squalls will reach the immediate coast from South Carolina to northern Florida ."
111,a few squalls,will reach the immediate coast from,South Carolina,"Strong wind gusts and most of the heavy rain will remain offshore Tuesday , although a few squalls will reach the immediate coast from South Carolina to northern Florida ."
955,Strong wind gusts,will remain,a few squalls,"Strong wind gusts and most of the heavy rain will remain offshore Tuesday , although a few squalls will reach the immediate coast from South Carolina to northern Florida ."
958,Mills,wants,as much public input and discussion,"The test results have just been compiled , said Mills , who added that he wants as much public input and discussion on the new tests as possible ."
1306,The test results,said,Mills,"The test results have just been compiled , said Mills , who added that he wants as much public input and discussion on the new tests as possible ."
590,Mills,who added that,he,"The test results have just been compiled , said Mills , who added that he wants as much public input and discussion on the new tests as possible ."
339,he,wants,as much public input and discussion,"The test results have just been compiled , said Mills , who added that he wants as much public input and discussion on the new tests as possible ."
708,he,draws in,today,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
2343,We,moved,tennis racket,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
689,new socks,stuffed with,emergency chocolate cupcakes,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
664,a microscopically small dorm room,would be inhabited by other half of,"`` Bye , Mom","We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
1257,half of which,would be inhabited by,a completely unknown quantity,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
103,We,moved,notebooks,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
581,computer,stuffed with,emergency chocolate cupcakes,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
128,boxes and bags,stuffed with,emergency chocolate cupcakes,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
152,I,ca n't remember,the one,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
180,notebooks,stuffed with,emergency chocolate cupcakes,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
1961,a microscopically small dorm room,would be inhabited by,a completely unknown quantity,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
998,shoebox,stuffed with,emergency chocolate cupcakes,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
238,I,ca n't even remember,any time,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
1869,a microscopically small dorm room,would be inhabited by,the other half of which,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
2196,half of which,would be inhabited by,the other half of which,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
1451,the one,draws in,today,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
332,favorite shirts and CDs,stuffed with,emergency chocolate cupcakes,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
1099,I,ca n't remember,any time,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
1703,We,moved,new socks,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
478,We,moved,favorite shirts and CDs,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
2463,tennis racket,stuffed with,emergency chocolate cupcakes,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
1548,half of which,would be inhabited by other half of,"`` Bye , Mom","We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
548,I,ca n't even remember any time passing at,all,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
2240,the other half of which,would be inhabited by,a quantity,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
2383,We,moved,computer,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
368,any time,passing at,all,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
2321,We,moved,boxes and bags,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom ."
0,the lawyers,dismissed by,he,"When he failed to have the lawyers dismissed by a judge , he said , he decided to attack them ."
798,he,decided to attack,them,"When he failed to have the lawyers dismissed by a judge , he said , he decided to attack them ."
395,he,said,he,"When he failed to have the lawyers dismissed by a judge , he said , he decided to attack them ."
847,he,failed to have,the lawyers,"When he failed to have the lawyers dismissed by a judge , he said , he decided to attack them ."
331,he,failed to have the lawyers dismissed by,a judge,"When he failed to have the lawyers dismissed by a judge , he said , he decided to attack them ."
72,the lawyers,dismissed by judge,he,"When he failed to have the lawyers dismissed by a judge , he said , he decided to attack them ."
2459,the Democratic president plans,to offer,his fast-track bill,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic ."
733,White House aides,say to offer sometime during,the second week of September,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic ."
957,White House aides,say to offer,his fast-track bill,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic ."
1769,White House aides,say,the Democratic president,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic ."
